benchmark,"('cerebras', 'cerebras/Cerebras-GPT-111M')","('cerebras', 'cerebras/Cerebras-GPT-256M')","('cerebras', 'cerebras/Cerebras-GPT-590M')","('starcoder', 'bigcode/starcoderbase-1b')","('cerebras', 'cerebras/Cerebras-GPT-1.3B')","('cerebras', 'cerebras/Cerebras-GPT-2.7B')","('bloom', 'bigscience/bloom-560m')","('bloom', 'bigscience/bloom-1b1')","('starcoder', 'bigcode/starcoderbase-3b')","('bloom', 'bigscience/bloom-3b')","('pythia', 'EleutherAI/pythia-31m')","('bloom', 'bigscience/bloom-7b1')","('gpt2', 'gpt2-medium')","('starcoder', 'bigcode/starcoder2-3b')","('pythia', 'EleutherAI/pythia-70m')","('starcoder', 'bigcode/starcoder2-7b')","('gpt2', 'gpt2-large')","('cerebras', 'cerebras/btlm-3b-8k-base')","('pythia', 'EleutherAI/pythia-160m')","('starcoder', 'bigcode/starcoderbase-7b')","('cerebras', 'cerebras/Cerebras-GPT-6.7B')","('pythia', 'EleutherAI/pythia-1b')","('gpt-neo', 'EleutherAI/gpt-neo-125m')","('pythia', 'EleutherAI/pythia-410m')","('gpt2', 'gpt2-xl')","('pythia', 'EleutherAI/pythia-1.4b')","('danube', 'h2oai/h2o-danube3-500m-base')","('gpt-neo', 'EleutherAI/gpt-neo-1.3B')","('pythia', 'EleutherAI/pythia-2.8b')","('gpt-neo', 'EleutherAI/gpt-neo-2.7B')","('falcon', 'tiiuae/falcon-rw-1b')","('danube', 'h2oai/h2o-danube-1.8b-base')","('danube', 'h2oai/h2o-danube2-1.8b-base')","('danube', 'h2oai/h2o-danube3-4b-base')","('pythia', 'EleutherAI/pythia-6.9b')","('gpt-j', 'EleutherAI/gpt-j-6b')","('smollm', 'HuggingFaceTB/SmolLM-1.7B')","('smollm', 'HuggingFaceTB/SmolLM-135M')","('smollm', 'HuggingFaceTB/SmolLM-360M')","('qwen', 'Qwen/Qwen1.5-0.5B')","('qwen', 'Qwen/Qwen1.5-1.8B')","('opt', 'facebook/opt-125m')","('falcon', 'tiiuae/falcon-7b')","('phi', 'microsoft/phi-1_5')","('yi', '01-ai/Yi-6B')","('qwen', 'Qwen/Qwen2-0.5B')","('opt', 'facebook/opt-350m')","('qwen', 'Qwen/Qwen2-1.5B')","('gemma', 'google/gemma-2b')","('mistral', 'mistralai/Mistral-7B-v0.1')","('opt', 'facebook/opt-1.3b')","('phi', 'microsoft/phi-2')","('qwen', 'Qwen/Qwen1.5-4B')","('qwen', 'Qwen/Qwen1.5-7B')","('qwen', 'Qwen/Qwen2-7B')","('xglm', 'facebook/xglm-1.7B')","('opt', 'facebook/opt-2.7b')","('gemma', 'google/gemma-7b')","('olmo', 'allenai/OLMo-1B-hf')","('deepseek-coder', 'deepseek-ai/deepseek-coder-1.3b-base')","('opt', 'facebook/opt-6.7b')","('gemma', 'google/gemma-2-2b')","('xglm', 'facebook/xglm-4.5B')","('codellama', 'codellama/CodeLlama-7b-hf')","('stablelm', 'stabilityai/stablelm-base-alpha-3b')","('deepseek', 'deepseek-ai/deepseek-llm-7b-base')","('llama', 'huggyllama/llama-7b')","('deepseek-coder', 'deepseek-ai/deepseek-coder-6.7b-base')","('stablelm', 'stabilityai/stablelm-2-1_6b')","('llama', 'meta-llama/Llama-2-7b-hf')","('rpj-incite', 'togethercomputer/RedPajama-INCITE-Base-3B-v1')","('tinyllama', 'TinyLlama/TinyLlama_v1.1')","('stablelm', 'stabilityai/stablelm-base-alpha-7b')","('olmo', 'allenai/OLMo-7B-0424-hf')","('decilm', 'Deci/DeciLM-7B')","('rpj-incite', 'togethercomputer/RedPajama-INCITE-Base-7B-v0.1')","('stablelm', 'stabilityai/stablelm-base-alpha-7b-v2')","('amber', 'LLM360/Amber')","('olmo', 'allenai/OLMo-7B-hf')","('mpt', 'mosaicml/mpt-7b')","('llama', 'meta-llama/Meta-Llama-3.1-8B')","('llama', 'meta-llama/Meta-Llama-3-8B')","('open-llama', 'openlm-research/open_llama_3b')","('internlm', 'internlm/internlm2-7b')","('qwen', 'Qwen/Qwen-7B')","('open-llama', 'openlm-research/open_llama_3b_v2')","('qwen', 'Qwen/Qwen-1_8B')","('open-llama', 'openlm-research/open_llama_7b')","('open-llama', 'openlm-research/open_llama_7b_v2')","('mpt-redpajama', 'mosaicml/mpt-1b-redpajama-200b')","('gpt2', 'gpt2')"
arc_easy,0.6207912457912458,0.5909090909090908,0.537037037037037,0.5963804713804715,0.4915824915824915,0.428030303030303,0.5227272727272727,0.4856902356902357,0.537037037037037,0.4053030303030303,0.656986531986532,0.3497474747474747,0.5109427609427609,0.4074074074074074,0.6338383838383839,0.3552188552188552,0.4688552188552188,0.2937710437710438,0.5669191919191919,0.4995791245791245,0.3556397306397306,0.4301346801346801,0.563973063973064,0.4797979797979798,0.4179292929292929,0.3943602693602693,0.3303872053872053,0.4377104377104377,0.3577441077441077,0.3897306397306397,0.3674242424242424,0.3261784511784511,0.2925084175084175,0.2251683501683501,0.3261784511784511,0.3312289562289562,0.2352693602693603,0.382996632996633,0.2988215488215489,0.4238215488215489,0.3518518518518518,0.5643939393939394,0.2537878787878788,0.2373737373737373,0.2213804713804713,0.4494949494949495,0.5597643097643097,0.3396464646464646,0.2592592592592593,0.1914983164983165,0.430976430976431,0.2011784511784511,0.3181818181818182,0.292087542087542,0.2083333333333333,0.4675925925925925,0.3922558922558923,0.1746632996632996,0.3661616161616161,0.5349326599326599,0.3442760942760943,0.1982323232323232,0.3977272727272727,0.3358585858585858,0.5534511784511784,0.2453703703703703,0.247053872053872,0.4023569023569023,0.3135521885521886,0.2369528619528619,0.3236531986531986,0.3834175084175084,0.4953703703703703,0.2626262626262626,0.196969696969697,0.2765151515151515,0.2693602693602693,0.2971380471380471,0.265993265993266,0.2512626262626263,0.1856060606060605,0.199074074074074,0.3072390572390572,0.1813973063973064,0.26010101010101,0.321969696969697,0.3619528619528619,0.2874579124579124,0.2773569023569023,0.3939393939393939,0.5631313131313131
